Anchor_1,Anchor_2,Anchor_3,Node_1_Ranges,Node_2_Ranges,Node_3_Ranges,Node_4_Ranges,Node_5_Ranges,Node_6_Ranges,Node_7_Ranges,Node_8_Ranges,Node_9_Ranges,Node_10_Ranges,Node_11_Ranges,Node_12_Ranges,Node_13_Ranges,Node_14_Ranges,Node_15_Ranges,Node_16_Ranges,Node_17_Ranges,Node_18_Ranges,Node_19_Ranges,Node_20_Ranges,Node_21_Ranges,Node_22_Ranges,Node_23_Ranges,Node_24_Ranges,Node_25_Ranges,Node_26_Ranges,Node_27_Ranges,Node_28_Ranges,Node_29_Ranges,Node_30_Ranges,Node_31_Ranges,Node_32_Ranges,Node_33_Ranges,Node_34_Ranges,Node_35_Ranges,Node_36_Ranges,Node_37_Ranges,Node_38_Ranges,Node_39_Ranges,Node_40_Ranges,Node_41_Ranges,Node_42_Ranges,Node_43_Ranges,Node_44_Ranges,Node_45_Ranges,Node_46_Ranges,Node_47_Ranges,Node_48_Ranges,Node_49_Ranges,Node_50_Ranges
"(41, 47)","(48, 86)","(63, 87)","(47.27, 8.25, 18.38)","(19.24, 37.95, 37.12)","(54.13, 53.85, 42.45)","(47.42, 82.49, 91.83)","(33.02, 70.94, 78.55)","(28.86, 68.45, 73.93)","(44.15, 17.46, 32.14)","(38.33, 76.06, 77.93)","(18.36, 37.80, 49.04)","(3.16, 36.88, 43.57)","(66.84, 45.10, 30.07)","(63.60, 46.57, 61.00)","(6.40, 34.13, 39.36)","(12.04, 51.35, 56.08)","(34.01, 73.44, 77.49)","(17.72, 35.44, 35.36)","(30.68, 36.40, 30.81)","(25.00, 44.55, 56.61)","(35.11, 7.81, 12.21)","(38.33, 77.93, 82.54)","(44.92, 63.25, 57.01)","(38.29, 26.08, 16.55)","(21.38, 51.31, 61.52)","(39.92, 69.66, 80.66)","(62.80, 46.32, 60.83)","(41.04, 76.54, 85.60)","(42.72, 82.23, 87.85)","(48.01, 81.27, 91.35)","(36.67, 10.82, 9.22)","(52.50, 47.27, 62.29)","(45.25, 75.27, 72.69)","(77.16, 51.66, 37.00)","(64.35, 47.17, 32.39)","(55.44, 36.22, 21.59)","(19.72, 30.68, 30.41)","(50.29, 23.77, 37.85)","(57.31, 59.91, 48.80)","(53.16, 25.06, 38.60)","(38.05, 48.27, 41.23)","(57.80, 89.49, 86.98)","(26.93, 62.39, 63.51)","(43.83, 45.22, 59.91)","(59.20, 30.08, 15.65)","(43.28, 78.03, 87.46)","(15.30, 42.76, 43.57)","(42.11, 81.61, 85.73)","(38.08, 63.56, 60.02)","(70.29, 96.25, 90.82)","(42.52, 79.16, 87.66)","(52.77, 65.80, 57.45)"
"(74, 39)","(100, 31)","(33, 31)","(29.68, 51.62, 17.89)","(90.60, 116.50, 70.21)","(61.61, 88.77, 29.07)","(64.90, 91.30, 45.88)","(39.46, 65.03, 2.83)","(58.67, 79.81, 23.26)","(35.47, 61.40, 34.01)","(28.16, 55.11, 17.03)","(35.51, 58.90, 43.91)","(71.02, 91.08, 35.51)","(75.39, 102.53, 46.23)","(18.36, 19.72, 59.48)","(26.40, 21.93, 54.41)","(72.90, 99.81, 47.51)","(29.15, 24.21, 55.36)","(80.23, 102.61, 40.22)","(34.21, 59.01, 8.06)","(59.24, 79.20, 65.80)","(23.35, 43.74, 25.30)","(46.10, 71.87, 38.47)","(84.15, 108.85, 70.34)","(25.50, 51.09, 16.28)","(50.64, 77.67, 18.36)","(53.94, 70.83, 68.43)","(12.53, 37.22, 39.82)","(63.15, 88.09, 21.38)","(48.51, 73.11, 7.21)","(23.26, 18.68, 64.56)","(21.93, 49.04, 27.02)","(56.52, 81.15, 14.87)","(57.01, 83.29, 17.46)","(19.21, 26.93, 57.78)","(23.26, 38.28, 33.62)","(23.02, 17.03, 55.11)","(17.03, 37.34, 30.41)","(19.21, 38.64, 29.83)","(8.60, 25.81, 48.38)","(64.03, 88.36, 22.47)","(81.12, 107.78, 56.94)","(59.23, 76.16, 72.09)","(38.83, 53.67, 30.61)","(54.08, 80.75, 17.03)","(69.29, 92.40, 28.84)","(44.91, 54.71, 72.14)","(56.09, 81.06, 14.32)","(14.56, 31.11, 50.09)","(53.71, 76.30, 16.12)","(53.00, 66.31, 73.50)","(47.71, 70.77, 50.29)","(14.87, 38.01, 42.19)"
"(30, 7)","(48, 94)","(27, 16)","(59.08, 98.90, 63.15)","(60.88, 53.34, 57.69)","(92.62, 41.44, 87.73)","(18.25, 91.39, 16.16)","(69.38, 41.18, 59.91)","(89.36, 10.20, 80.75)","(29.53, 85.23, 23.54)","(28.84, 71.59, 19.85)","(14.32, 95.52, 16.28)","(74.97, 14.32, 66.71)","(62.43, 37.16, 56.85)","(31.83, 64.12, 28.65)","(49.65, 46.04, 40.31)","(67.07, 97.25, 70.26)","(106.23, 40.05, 100.60)","(92.20, 58.59, 89.05)","(22.56, 66.29, 15.26)","(15.03, 74.46, 6.32)","(20.62, 92.02, 26.93)","(42.01, 62.82, 39.81)","(94.37, 45.54, 89.81)","(31.30, 73.68, 31.40)","(31.95, 76.94, 33.06)","(65.92, 36.40, 56.57)","(59.41, 60.03, 57.25)","(88.68, 27.86, 82.66)","(7.07, 85.16, 4.47)","(30.87, 66.65, 21.47)","(65.00, 34.44, 59.20)","(66.31, 74.63, 66.22)","(54.45, 100.66, 59.20)","(40.61, 48.27, 32.57)","(55.23, 49.77, 51.22)","(82.30, 24.41, 76.01)","(10.05, 92.35, 12.21)","(39.12, 66.61, 30.00)","(70.66, 71.06, 69.89)","(91.26, 36.06, 85.91)","(73.35, 25.24, 66.89)","(47.52, 47.17, 38.21)","(83.20, 6.08, 75.29)","(25.50, 82.30, 28.28)","(56.52, 44.55, 47.07)","(33.24, 58.31, 24.02)","(95.78, 46.17, 91.22)","(77.10, 17.20, 68.36)","(31.62, 81.84, 24.70)","(72.50, 52.39, 63.07)","(48.60, 49.24, 43.86)","(70.26, 106.55, 74.53)"
"(68, 21)","(10, 18)","(45, 3)","(58.14, 86.98, 80.65)","(44.72, 68.62, 63.79)","(69.26, 88.81, 88.65)","(77.10, 106.22, 100.66)","(28.02, 78.43, 56.59)","(86.31, 62.20, 86.77)","(6.32, 60.67, 34.66)","(84.15, 63.01, 85.91)","(25.08, 82.04, 53.85)","(67.36, 86.61, 86.49)","(21.10, 64.62, 46.32)","(28.64, 85.33, 57.45)","(17.72, 64.54, 28.02)","(29.41, 86.83, 57.71)","(81.61, 87.85, 96.01)","(28.84, 49.93, 42.58)","(38.95, 45.25, 47.10)","(50.49, 12.81, 36.80)","(4.47, 54.01, 24.84)","(37.22, 22.14, 26.08)","(28.79, 85.99, 57.31)","(19.92, 77.52, 48.37)","(37.34, 80.53, 64.07)","(19.24, 41.44, 10.82)","(90.92, 83.02, 99.46)","(76.66, 92.44, 94.89)","(17.46, 63.56, 27.02)","(68.03, 90.43, 88.53)","(76.90, 108.21, 101.24)","(10.00, 64.94, 38.95)","(50.22, 16.64, 38.95)","(64.90, 39.20, 62.27)","(60.44, 20.00, 49.50)","(19.42, 77.01, 44.27)","(4.00, 54.08, 26.17)","(70.26, 109.81, 97.10)","(29.15, 87.21, 56.08)","(71.57, 105.42, 96.61)","(31.06, 27.02, 17.89)","(38.83, 20.62, 18.03)","(25.46, 78.85, 54.56)","(91.22, 68.26, 92.57)","(53.24, 59.91, 65.03)","(75.58, 110.39, 101.07)","(50.64, 84.65, 74.73)","(26.02, 84.10, 52.55)","(34.99, 82.86, 63.13)","(12.00, 58.69, 23.77)","(57.01, 40.16, 57.38)","(19.10, 72.69, 37.34)"
"(51, 27)","(100, 16)","(3, 79)","(42.20, 92.42, 42.58)","(25.55, 37.64, 95.90)","(7.28, 51.16, 74.81)","(30.46, 31.14, 85.88)","(45.19, 94.87, 33.73)","(47.89, 13.89, 117.15)","(69.05, 87.24, 62.10)","(57.20, 100.69, 15.23)","(40.31, 10.82, 104.85)","(25.06, 49.58, 67.08)","(8.00, 42.45, 76.42)","(14.76, 56.04, 76.85)","(40.22, 37.58, 86.03)","(42.01, 89.96, 30.02)","(8.06, 56.44, 69.40)","(41.11, 10.20, 108.60)","(52.63, 97.10, 18.60)","(25.06, 61.98, 82.29)","(30.48, 70.04, 80.06)","(37.12, 66.48, 53.16)","(68.45, 85.49, 63.79)","(64.41, 70.60, 78.16)","(26.57, 31.24, 84.72)","(41.44, 80.43, 36.40)","(71.69, 79.81, 77.28)","(75.18, 114.69, 18.44)","(31.38, 20.02, 100.12)","(69.32, 108.30, 19.72)","(20.62, 62.27, 53.60)","(30.41, 51.66, 66.85)","(26.42, 72.03, 69.64)","(73.98, 91.79, 63.57)","(72.24, 81.04, 76.49)","(48.88, 58.18, 73.68)","(40.05, 72.12, 47.54)","(15.81, 34.53, 84.96)","(78.41, 73.01, 96.52)","(11.40, 52.00, 77.42)","(53.08, 51.66, 85.00)","(37.54, 78.26, 79.56)","(33.54, 82.15, 59.91)","(36.01, 85.84, 52.39)","(54.45, 51.20, 86.98)","(71.06, 97.10, 48.85)","(31.38, 80.65, 41.68)","(62.37, 109.18, 11.05)","(70.72, 62.00, 97.01)","(29.41, 34.54, 100.00)","(37.80, 86.01, 34.13)","(13.04, 55.46, 61.07)"
"(14, 68)","(69, 19)","(58, 48)","(48.38, 35.17, 5.39)","(48.76, 36.88, 7.62)","(37.80, 36.07, 14.32)","(66.85, 25.00, 18.68)","(11.40, 84.02, 59.62)","(63.35, 36.67, 19.31)","(99.40, 26.93, 53.08)","(67.47, 71.06, 74.03)","(6.08, 77.62, 53.49)","(71.34, 21.63, 41.59)","(59.14, 59.84, 61.85)","(14.04, 85.21, 61.68)","(5.83, 72.80, 49.34)","(46.01, 28.30, 19.10)","(19.85, 76.55, 46.75)","(80.41, 68.35, 49.50)","(40.80, 40.31, 9.43)","(71.02, 12.08, 24.08)","(7.21, 66.71, 42.38)","(35.85, 70.83, 59.44)","(70.88, 39.82, 53.67)","(46.86, 28.18, 21.26)","(32.31, 69.64, 56.89)","(38.64, 49.24, 41.15)","(15.65, 69.40, 40.36)","(52.80, 27.89, 4.47)","(68.60, 8.00, 23.71)","(78.55, 80.05, 56.94)","(60.01, 50.25, 26.40)","(21.93, 82.93, 53.15)","(18.44, 64.64, 35.38)","(26.08, 94.20, 65.05)","(68.66, 36.06, 23.54)","(82.23, 72.45, 53.08)","(56.29, 43.42, 47.42)","(56.80, 74.11, 45.54)","(48.47, 32.57, 2.24)","(86.21, 13.60, 40.80)","(75.11, 56.65, 39.20)","(82.08, 27.66, 33.84)","(58.05, 66.48, 66.29)","(68.48, 24.60, 41.48)","(61.40, 42.43, 21.40)","(23.77, 63.63, 33.42)","(38.47, 46.24, 15.23)","(37.22, 55.97, 25.00)","(51.00, 73.68, 44.01)","(44.78, 34.48, 29.07)","(17.26, 87.86, 59.82)","(87.30, 46.01, 42.30)"
"(33, 40)","(100, 23)","(0, 56)","(40.50, 51.09, 67.27)","(46.86, 98.84, 52.09)","(63.56, 5.83, 99.62)","(47.85, 75.60, 60.37)","(47.30, 35.00, 79.16)","(74.97, 70.21, 94.15)","(41.05, 91.59, 50.99)","(35.00, 95.08, 37.34)","(56.08, 67.54, 74.09)","(70.94, 43.01, 99.50)","(16.28, 70.01, 43.86)","(26.93, 85.59, 27.86)","(25.81, 56.04, 54.01)","(20.10, 65.07, 50.21)","(69.32, 48.26, 96.18)","(43.29, 86.28, 46.62)","(51.55, 83.41, 59.08)","(20.00, 51.24, 56.44)","(17.80, 85.70, 19.65)","(70.18, 22.47, 106.68)","(38.60, 94.87, 30.41)","(44.65, 46.52, 78.57)","(14.56, 63.07, 47.63)","(12.04, 80.60, 27.02)","(14.87, 72.06, 41.04)","(32.25, 95.01, 32.39)","(12.04, 57.28, 48.10)","(62.61, 82.76, 72.95)","(49.65, 108.72, 29.73)","(44.10, 30.48, 78.09)","(69.81, 61.19, 92.05)","(72.20, 20.62, 108.78)","(46.00, 91.97, 44.60)","(48.66, 99.25, 40.61)","(58.25, 11.18, 94.25)","(44.78, 71.84, 59.62)","(19.24, 78.71, 30.15)","(45.19, 44.41, 74.06)","(12.17, 71.18, 35.23)","(29.83, 86.21, 41.44)","(55.46, 18.38, 92.14)","(74.30, 19.10, 110.94)","(44.72, 89.99, 57.49)","(40.50, 90.61, 51.20)","(76.66, 56.01, 101.64)","(64.07, 76.56, 78.29)","(38.91, 98.79, 24.84)","(26.48, 62.65, 56.64)","(67.91, 1.41, 104.04)","(7.21, 67.07, 38.33)"
"(84, 63)","(80, 40)","(60, 0)","(8.06, 16.00, 59.46)","(39.01, 41.34, 63.79)","(25.08, 29.70, 61.01)","(41.11, 58.69, 94.05)","(68.24, 48.10, 16.55)","(70.49, 82.07, 106.28)","(62.80, 48.38, 36.07)","(55.95, 33.84, 12.04)","(41.73, 58.60, 93.13)","(17.26, 9.22, 53.34)","(65.97, 60.41, 61.72)","(41.00, 17.72, 27.46)","(27.46, 11.00, 41.00)","(82.57, 77.32, 73.88)","(94.02, 81.32, 60.44)","(60.42, 39.81, 37.22)","(63.29, 40.05, 18.00)","(57.80, 43.68, 35.61)","(14.14, 37.48, 81.27)","(29.73, 46.62, 83.02)","(36.35, 59.01, 100.81)","(42.45, 19.31, 25.55)","(26.08, 3.61, 43.05)","(83.35, 70.60, 52.39)","(49.03, 55.00, 76.84)","(28.28, 45.88, 83.10)","(10.44, 29.53, 74.24)","(42.72, 50.93, 76.90)","(46.01, 31.05, 33.53)","(88.75, 74.67, 51.92)","(63.56, 58.69, 62.01)","(36.40, 45.28, 73.82)","(61.85, 41.77, 16.28)","(71.84, 77.94, 94.41)","(25.94, 46.69, 86.83)","(59.24, 68.01, 90.48)","(57.72, 34.48, 12.21)","(84.72, 80.89, 79.40)","(31.38, 10.00, 36.06)","(7.21, 29.00, 71.84)","(26.40, 48.33, 93.04)","(22.20, 26.91, 60.03)","(36.07, 53.31, 89.01)","(25.50, 9.22, 47.80)","(28.28, 5.00, 40.31)","(77.23, 74.95, 77.83)","(87.37, 73.39, 51.24)","(30.81, 30.53, 56.32)","(47.54, 54.67, 78.16)","(40.31, 33.73, 48.76)"
"(0, 12)","(68, 36)","(84, 84)","(53.46, 34.44, 84.86)","(55.90, 36.40, 86.98)","(53.25, 24.74, 58.00)","(79.20, 34.18, 32.25)","(91.92, 69.35, 50.70)","(51.87, 56.80, 70.84)","(70.58, 33.06, 82.20)","(61.55, 33.42, 49.93)","(10.20, 74.24, 115.97)","(97.42, 34.79, 15.81)","(99.92, 28.30, 33.96)","(92.59, 63.16, 42.20)","(57.20, 40.50, 56.36)","(54.00, 27.78, 78.00)","(114.02, 61.52, 15.26)","(102.49, 30.59, 44.27)","(65.52, 7.81, 57.94)","(60.30, 31.05, 81.61)","(18.38, 59.68, 103.59)","(70.49, 47.51, 48.51)","(48.60, 29.43, 62.24)","(85.09, 32.76, 76.01)","(13.60, 65.37, 108.30)","(91.84, 29.83, 21.02)","(70.46, 16.12, 65.51)","(114.86, 49.40, 11.66)","(115.25, 46.75, 19.85)","(46.01, 31.83, 80.53)","(68.88, 72.01, 73.11)","(96.80, 31.78, 19.24)","(126.59, 68.01, 17.46)","(79.65, 54.92, 46.04)","(57.87, 17.80, 67.62)","(46.10, 41.05, 90.80)","(75.61, 63.03, 58.01)","(23.02, 55.23, 88.60)","(90.51, 40.20, 21.54)","(55.07, 47.51, 61.85)","(67.19, 19.03, 69.12)","(56.57, 68.00, 77.67)","(56.30, 56.94, 67.72)","(60.90, 16.16, 52.20)","(52.15, 25.61, 75.15)","(46.39, 65.79, 82.22)","(61.03, 75.66, 82.73)","(82.68, 51.88, 40.05)","(110.75, 49.98, 1.41)","(95.29, 26.40, 27.00)","(89.27, 21.93, 57.14)","(95.01, 36.80, 73.82)"
"(14, 96)","(37, 100)","(94, 30)","(91.55, 82.29, 21.38)","(67.36, 55.57, 36.40)","(7.00, 30.27, 109.20)","(29.43, 37.59, 83.63)","(55.47, 53.08, 56.61)","(60.21, 45.61, 44.69)","(72.18, 75.66, 67.19)","(102.20, 94.02, 24.84)","(63.60, 43.91, 51.62)","(99.72, 88.84, 12.53)","(78.49, 72.12, 36.01)","(76.16, 55.54, 48.37)","(15.30, 32.20, 97.42)","(93.64, 92.44, 52.80)","(87.85, 69.34, 32.02)","(104.00, 101.43, 50.00)","(12.37, 30.53, 99.02)","(67.98, 65.38, 50.25)","(41.00, 50.54, 83.82)","(52.09, 29.02, 74.46)","(26.93, 34.00, 83.24)","(22.80, 31.06, 86.09)","(93.94, 96.08, 66.31)","(43.14, 35.69, 61.03)","(103.00, 94.94, 25.50)","(80.00, 57.14, 66.00)","(84.38, 68.59, 23.41)","(78.60, 64.82, 25.50)","(70.77, 69.18, 52.01)","(104.01, 97.14, 31.14)","(15.52, 33.02, 98.27)","(35.38, 30.02, 68.82)","(120.00, 111.36, 31.05)","(70.88, 51.00, 47.54)","(88.65, 91.20, 66.41)","(116.69, 105.39, 18.03)","(58.26, 46.53, 45.45)","(59.01, 67.42, 81.30)","(110.39, 98.01, 9.06)","(56.40, 43.91, 47.42)","(82.64, 63.81, 36.12)","(50.77, 47.17, 57.78)","(64.76, 67.48, 65.07)","(91.92, 95.52, 71.51)","(49.09, 26.02, 75.64)","(49.68, 42.95, 55.57)","(17.72, 10.82, 87.69)","(97.80, 83.63, 7.28)","(68.26, 77.62, 86.02)","(78.77, 78.10, 53.60)"
"(45, 82)","(31, 0)","(44, 100)","(52.77, 84.17, 63.78)","(22.83, 66.85, 39.85)","(36.06, 105.55, 35.51)","(64.85, 38.59, 82.46)","(59.54, 31.83, 77.52)","(78.64, 69.89, 93.48)","(41.77, 105.48, 43.17)","(17.46, 67.45, 35.36)","(39.56, 53.00, 57.01)","(44.00, 87.32, 46.62)","(20.88, 94.34, 24.19)","(49.93, 61.72, 60.88)","(63.95, 29.15, 80.06)","(59.48, 50.22, 76.32)","(9.00, 85.16, 20.59)","(48.10, 66.47, 62.97)","(56.22, 74.65, 69.53)","(70.58, 13.00, 88.36)","(35.13, 49.98, 53.15)","(23.02, 63.01, 38.90)","(16.49, 83.57, 27.80)","(59.21, 29.83, 77.23)","(17.03, 81.06, 24.84)","(13.00, 70.58, 30.27)","(7.21, 78.10, 24.52)","(41.62, 61.22, 57.70)","(56.30, 57.01, 72.45)","(47.20, 46.17, 62.17)","(71.51, 18.60, 88.32)","(33.24, 80.28, 38.83)","(24.08, 66.12, 38.01)","(81.49, 28.23, 97.17)","(43.46, 84.50, 53.91)","(47.01, 47.43, 61.72)","(40.46, 71.84, 54.41)","(18.38, 68.31, 35.90)","(98.18, 68.00, 114.13)","(42.43, 54.41, 56.08)","(68.94, 23.60, 85.38)","(47.43, 59.41, 63.51)","(15.13, 88.87, 22.63)","(22.85, 80.96, 34.83)","(6.32, 86.35, 17.46)","(19.10, 99.04, 15.81)","(70.43, 78.77, 83.55)","(6.08, 77.10, 24.00)","(53.91, 63.89, 69.12)","(6.40, 88.07, 15.23)","(50.36, 37.74, 68.36)","(92.18, 58.01, 108.75)"
"(63, 7)","(22, 65)","(63, 2)","(65.01, 40.61, 70.01)","(80.40, 53.71, 85.38)","(51.00, 58.86, 51.24)","(78.26, 33.02, 83.19)","(56.08, 29.83, 58.82)","(53.37, 29.61, 58.25)","(79.98, 13.04, 83.74)","(59.82, 11.70, 63.82)","(72.92, 12.81, 77.47)","(63.32, 39.36, 65.31)","(7.21, 64.35, 10.82)","(100.72, 31.05, 105.12)","(59.41, 15.00, 63.13)","(40.26, 48.04, 41.79)","(90.25, 27.20, 94.92)","(23.19, 88.41, 23.09)","(29.70, 72.20, 33.42)","(51.66, 78.59, 55.44)","(24.02, 52.50, 29.02)","(59.14, 56.92, 59.68)","(51.31, 19.85, 55.57)","(35.47, 37.70, 38.90)","(61.29, 67.05, 61.01)","(28.64, 65.31, 28.02)","(58.69, 17.03, 62.29)","(44.20, 26.93, 48.26)","(84.85, 38.95, 89.81)","(76.66, 26.40, 81.49)","(4.00, 67.80, 9.00)","(64.03, 8.06, 68.01)","(92.62, 21.93, 96.61)","(11.40, 60.21, 15.00)","(46.75, 80.65, 50.21)","(69.43, 7.81, 73.25)","(75.01, 45.31, 80.01)","(3.61, 72.40, 2.83)","(39.41, 80.96, 42.52)","(54.08, 17.03, 58.31)","(74.55, 35.78, 79.51)","(63.53, 71.03, 67.98)","(76.32, 51.26, 81.30)","(82.20, 59.62, 87.13)","(36.22, 98.86, 36.01)","(67.68, 63.29, 72.42)","(27.31, 81.02, 29.68)","(95.88, 36.77, 100.69)","(37.70, 59.62, 42.38)","(82.01, 28.32, 86.83)","(49.24, 47.52, 50.60)","(69.30, 12.04, 72.92)"
"(10, 83)","(26, 1)","(83, 81)","(86.41, 19.24, 85.87)","(56.80, 66.89, 31.83)","(49.58, 48.10, 53.15)","(116.67, 66.01, 81.50)","(22.20, 64.07, 62.10)","(76.16, 97.62, 4.24)","(77.62, 56.40, 47.54)","(109.04, 65.62, 71.45)","(41.23, 44.00, 67.42)","(37.00, 84.65, 36.06)","(48.37, 93.64, 26.25)","(16.00, 67.91, 74.33)","(40.20, 81.61, 33.06)","(62.97, 49.20, 49.09)","(75.33, 95.43, 5.39)","(82.42, 61.29, 46.39)","(59.68, 24.04, 85.70)","(18.03, 101.41, 81.25)","(15.30, 79.01, 58.01)","(21.95, 63.20, 64.29)","(56.94, 62.43, 36.12)","(74.33, 50.45, 51.26)","(70.06, 22.47, 101.98)","(80.99, 31.30, 72.09)","(92.66, 54.08, 62.29)","(118.14, 70.01, 80.06)","(102.93, 75.96, 54.82)","(95.13, 69.35, 51.35)","(83.35, 27.86, 76.56)","(15.62, 74.67, 83.60)","(63.51, 59.82, 38.59)","(111.40, 74.53, 66.94)","(105.42, 56.22, 75.01)","(80.28, 5.00, 93.23)","(59.36, 60.46, 37.80)","(17.12, 66.49, 72.57)","(88.24, 59.48, 53.15)","(88.96, 83.60, 31.62)","(39.05, 87.09, 34.23)","(84.53, 73.01, 37.05)","(72.17, 103.46, 7.07)","(31.02, 53.16, 77.62)","(32.02, 56.36, 86.03)","(11.18, 87.21, 63.39)","(10.82, 93.62, 79.76)","(108.98, 64.50, 72.34)","(53.25, 59.06, 40.31)","(36.12, 55.58, 55.01)","(73.16, 75.69, 25.50)","(53.60, 37.64, 95.72)"
"(53, 100)","(5, 6)","(14, 62)","(30.89, 81.74, 25.94)","(62.80, 56.04, 11.00)","(36.50, 79.25, 45.04)","(64.85, 40.71, 22.36)","(41.59, 76.38, 46.10)","(74.25, 42.30, 19.80)","(38.00, 94.53, 38.01)","(22.02, 98.86, 57.01)","(99.69, 25.18, 61.13)","(56.72, 68.51, 51.26)","(47.71, 91.61, 65.03)","(77.67, 36.72, 44.42)","(82.22, 27.20, 42.06)","(47.43, 79.06, 23.77)","(76.01, 50.33, 53.74)","(74.63, 93.30, 82.86)","(8.54, 106.85, 58.60)","(92.65, 26.31, 54.71)","(20.40, 94.25, 38.95)","(52.48, 89.59, 66.37)","(101.39, 86.00, 95.21)","(75.29, 30.68, 27.02)","(103.32, 22.80, 63.35)","(96.01, 13.00, 51.09)","(46.14, 89.20, 62.03)","(78.75, 74.46, 73.06)","(20.52, 100.42, 57.78)","(95.57, 70.01, 82.13)","(29.15, 107.56, 68.01)","(72.03, 54.63, 53.26)","(19.92, 92.66, 37.74)","(96.15, 91.35, 95.02)","(87.37, 21.00, 36.14)","(46.01, 68.59, 40.79)","(43.57, 125.90, 87.66)","(67.42, 40.02, 17.00)","(39.82, 89.27, 58.08)","(10.05, 96.25, 47.20)","(7.07, 98.88, 49.04)","(92.70, 14.21, 47.04)","(82.00, 49.48, 58.80)","(77.37, 69.64, 68.80)","(59.20, 48.51, 9.49)","(67.36, 43.19, 13.93)","(37.80, 105.48, 70.61)","(58.52, 78.39, 61.40)","(48.83, 57.58, 11.18)","(44.10, 61.85, 15.03)","(76.24, 73.08, 70.33)","(14.21, 92.70, 40.31)"
"(78, 15)","(50, 51)","(91, 13)","(25.32, 26.40, 31.91)","(76.01, 49.41, 78.92)","(62.20, 22.02, 74.09)","(48.27, 40.52, 49.04)","(5.39, 41.05, 18.44)","(81.05, 46.49, 86.02)","(37.34, 33.02, 39.81)","(37.48, 42.95, 50.16)","(80.71, 40.02, 92.78)","(53.15, 12.04, 64.64)","(82.49, 37.70, 91.40)","(75.72, 35.51, 87.82)","(79.16, 54.20, 81.39)","(47.54, 30.00, 60.64)","(14.32, 53.71, 21.95)","(40.31, 42.72, 53.08)","(79.31, 55.44, 81.22)","(69.72, 37.59, 74.63)","(60.21, 52.01, 73.06)","(78.79, 36.22, 86.61)","(57.58, 30.53, 70.52)","(29.00, 17.46, 40.50)","(51.97, 19.72, 64.40)","(62.94, 25.63, 69.77)","(61.00, 37.54, 64.33)","(26.83, 24.33, 39.56)","(49.03, 50.16, 61.52)","(54.78, 50.29, 53.46)","(48.04, 39.45, 61.13)","(62.80, 46.04, 64.07)","(32.98, 20.40, 39.96)","(82.88, 38.95, 94.20)","(97.80, 52.20, 107.63)","(31.06, 14.87, 41.04)","(45.88, 51.55, 58.05)","(13.00, 56.44, 17.03)","(80.89, 59.46, 82.01)","(12.04, 46.40, 10.77)","(62.51, 32.80, 67.36)","(16.55, 60.81, 5.39)","(60.80, 15.26, 70.72)","(68.94, 35.90, 81.71)","(86.49, 50.45, 91.71)","(56.04, 57.25, 68.25)","(72.03, 46.86, 74.81)","(95.44, 53.49, 107.38)","(56.29, 44.28, 57.01)","(61.01, 38.29, 64.13)","(6.08, 41.73, 14.42)","(52.00, 43.27, 65.03)"
"(48, 44)","(100, 8)","(19, 14)","(44.72, 44.72, 82.30)","(71.51, 133.87, 85.15)","(34.66, 97.62, 54.15)","(58.18, 90.25, 99.05)","(22.80, 85.28, 50.29)","(37.34, 43.66, 74.71)","(37.05, 95.27, 29.12)","(40.85, 25.24, 68.66)","(23.00, 83.19, 30.59)","(30.15, 88.39, 27.02)","(48.09, 100.40, 82.22)","(26.31, 49.03, 33.24)","(48.76, 75.33, 14.32)","(15.03, 72.12, 54.08)","(53.41, 85.21, 12.65)","(38.42, 76.24, 5.00)","(42.38, 94.59, 19.42)","(57.38, 15.65, 68.25)","(58.60, 121.83, 67.45)","(37.34, 47.01, 34.71)","(39.82, 57.57, 80.60)","(51.09, 39.01, 86.54)","(31.78, 94.67, 43.00)","(33.54, 90.14, 24.33)","(11.18, 73.25, 46.65)","(16.76, 51.08, 36.77)","(41.44, 25.55, 69.86)","(41.11, 94.63, 75.61)","(55.22, 8.06, 74.03)","(38.28, 99.76, 62.51)","(55.44, 118.60, 66.49)","(59.68, 5.10, 80.01)","(36.89, 32.39, 49.01)","(24.70, 86.45, 53.45)","(31.38, 68.59, 13.34)","(46.96, 109.93, 52.63)","(45.28, 19.65, 62.01)","(53.16, 109.81, 82.20)","(33.30, 96.40, 52.15)","(52.20, 80.78, 93.72)","(25.00, 40.31, 57.78)","(49.65, 28.16, 81.04)","(36.88, 32.25, 68.62)","(13.42, 51.88, 39.36)","(50.45, 113.60, 62.80)","(27.17, 85.62, 27.07)","(28.86, 90.82, 37.01)","(26.17, 72.03, 15.56)","(36.40, 82.20, 8.00)","(12.37, 73.00, 49.40)"
